"Point"	"x_coord"	"y_coord"	"z_coord"	"u"
163	+1.010638059e+00	+0.000000000e+00	+5.693221372e-03	0.326687976
164	+1.010651690e+00	+0.000000000e+00	+5.840787844e-03	0.328691583
165	+1.010665321e+00	+0.000000000e+00	+5.988354317e-03	0.330695190
166	+1.010678953e+00	+0.000000000e+00	+6.135920789e-03	0.332698798
167	+1.010692584e+00	+0.000000000e+00	+6.283487262e-03	0.334702405
168	+1.010706215e+00	+0.000000000e+00	+6.431053734e-03	0.336706012
169	+1.010719846e+00	+0.000000000e+00	+6.578620207e-03	0.338709619
170	+1.010733478e+00	+0.000000000e+00	+6.726186679e-03	0.340713226
171	+1.010747109e+00	+0.000000000e+00	+6.873753152e-03	0.342716834
172	+1.010760740e+00	+0.000000000e+00	+7.021319624e-03	0.344720441
173	+1.010774371e+00	+0.000000000e+00	+7.168886097e-03	0.346724048
174	+1.010788003e+00	+0.000000000e+00	+7.316452569e-03	0.348727655
175	+1.010801634e+00	+0.000000000e+00	+7.464019042e-03	0.350731263
176	+1.010815265e+00	+0.000000000e+00	+7.611585514e-03	0.352734870
177	+1.010828896e+00	+0.000000000e+00	+7.759151987e-03	0.354738477
178	+1.010842527e+00	+0.000000000e+00	+7.906718459e-03	0.356742084
179	+1.010856159e+00	+0.000000000e+00	+8.054284932e-03	0.358745691
180	+1.010869790e+00	+0.000000000e+00	+8.201851404e-03	0.360749299
181	+1.010883421e+00	+0.000000000e+00	+8.349417877e-03	0.362752906
182	+1.010897052e+00	+0.000000000e+00	+8.496984349e-03	0.364756513
183	+1.010910684e+00	+0.000000000e+00	+8.644550822e-03	0.366760120
184	+1.010924315e+00	+0.000000000e+00	+8.792117294e-03	0.368763727
185	+1.010937946e+00	+0.000000000e+00	+8.939683767e-03	0.370767335
186	+1.010951577e+00	+0.000000000e+00	+9.087250239e-03	0.372770942
187	+1.010965209e+00	+0.000000000e+00	+9.234816712e-03	0.374774549
188	+1.010978840e+00	+0.000000000e+00	+9.382383184e-03	0.376778156
189	+1.010992471e+00	+0.000000000e+00	+9.529949657e-03	0.378781764
190	+1.011006102e+00	+0.000000000e+00	+9.677516129e-03	0.380785371
191	+1.011019734e+00	+0.000000000e+00	+9.825082602e-03	0.382788978
192	+1.011033365e+00	+0.000000000e+00	+9.972649074e-03	0.384792585
193	+1.011046996e+00	+0.000000000e+00	+1.012021555e-02	0.386796192
194	+1.011060627e+00	+0.000000000e+00	+1.026778202e-02	0.388799800
195	+1.011074258e+00	+0.000000000e+00	+1.041534849e-02	0.390803407
196	+1.011087890e+00	+0.000000000e+00	+1.056291496e-02	0.392807014
197	+1.011101521e+00	+0.000000000e+00	+1.071048144e-02	0.394810621
198	+1.011115152e+00	+0.000000000e+00	+1.085804791e-02	0.396814228
199	+1.011128783e+00	+0.000000000e+00	+1.100561438e-02	0.398817836
200	+1.011142415e+00	+0.000000000e+00	+1.115318085e-02	0.400821443
201	+1.011156046e+00	+0.000000000e+00	+1.130074733e-02	0.402825050
202	+1.011169677e+00	+0.000000000e+00	+1.144831380e-02	0.404828657
203	+1.011183308e+00	+0.000000000e+00	+1.159588027e-02	0.406832265
204	+1.011196940e+00	+0.000000000e+00	+1.174344674e-02	0.408835872
205	+1.011210571e+00	+0.000000000e+00	+1.189101322e-02	0.410839479
206	+1.011224202e+00	+0.000000000e+00	+1.203857969e-02	0.412843086
207	+1.011237833e+00	+0.000000000e+00	+1.218614616e-02	0.414846693
208	+1.011251464e+00	+0.000000000e+00	+1.233371263e-02	0.416850301
209	+1.011265096e+00	+0.000000000e+00	+1.248127911e-02	0.418853908
210	+1.011278727e+00	+0.000000000e+00	+1.262884558e-02	0.420857515
211	+1.011292358e+00	+0.000000000e+00	+1.277641205e-02	0.422861122
212	+1.011305989e+00	+0.000000000e+00	+1.292397852e-02	0.424864729
213	+1.011319621e+00	+0.000000000e+00	+1.307154500e-02	0.426868337
214	+1.011333252e+00	+0.000000000e+00	+1.321911147e-02	0.428871944
215	+1.011346883e+00	+0.000000000e+00	+1.336667794e-02	0.430875551
216	+1.011360514e+00	+0.000000000e+00	+1.351424441e-02	0.432879158
217	+1.011374146e+00	+0.000000000e+00	+1.366181089e-02	0.434882766
218	+1.011387777e+00	+0.000000000e+00	+1.380937736e-02	0.436886373
219	+1.011401408e+00	+0.000000000e+00	+1.395694383e-02	0.438889980
220	+1.011415039e+00	+0.000000000e+00	+1.410451030e-02	0.440893587
221	+1.011428670e+00	+0.000000000e+00	+1.425207678e-02	0.442897194
222	+1.011442302e+00	+0.000000000e+00	+1.439964325e-02	0.444900802
223	+1.011455933e+00	+0.000000000e+00	+1.454720972e-02	0.446904409
224	+1.011469564e+00	+0.000000000e+00	+1.469477619e-02	0.448908016
225	+1.011483195e+00	+0.000000000e+00	+1.484234267e-02	0.450911623
226	+1.011496827e+00	+0.000000000e+00	+1.498990914e-02	0.452915230
227	+1.011510458e+00	+0.000000000e+00	+1.513747561e-02	0.454918838
228	+1.011524089e+00	+0.000000000e+00	+1.528504208e-02	0.456922445
229	+1.011537720e+00	+0.000000000e+00	+1.543260856e-02	0.458926052
230	+1.011551352e+00	+0.000000000e+00	+1.558017503e-02	0.460929659
231	+1.011564983e+00	+0.000000000e+00	+1.572774150e-02	0.462933267
232	+1.011578614e+00	+0.000000000e+00	+1.587530797e-02	0.464936874
233	+1.011592245e+00	+0.000000000e+00	+1.602287445e-02	0.466940481
234	+1.011605876e+00	+0.000000000e+00	+1.617044092e-02	0.468944088
235	+1.011619508e+00	+0.000000000e+00	+1.631800739e-02	0.470947695
236	+1.011633139e+00	+0.000000000e+00	+1.646557386e-02	0.472951303
