"Point"	"x_coord"	"y_coord"	"z_coord"	"u"
293	+1.015018471e+00	+0.000000000e+00	+1.869717350e-01	0.587156914
294	+1.015123752e+00	+0.000000000e+00	+1.878991172e-01	0.589160521
295	+1.015228347e+00	+0.000000000e+00	+1.888232302e-01	0.591164128
296	+1.015332238e+00	+0.000000000e+00	+1.897440547e-01	0.593167735
297	+1.015435410e+00	+0.000000000e+00	+1.906615714e-01	0.595171343
298	+1.015537849e+00	+0.000000000e+00	+1.915757609e-01	0.597174950
299	+1.015639538e+00	+0.000000000e+00	+1.924866041e-01	0.599178557
300	+1.015740462e+00	+0.000000000e+00	+1.933940815e-01	0.601182164
301	+1.015840606e+00	+0.000000000e+00	+1.942981738e-01	0.603185772
302	+1.015939954e+00	+0.000000000e+00	+1.951988617e-01	0.605189379
303	+1.016038490e+00	+0.000000000e+00	+1.960961259e-01	0.607192986
304	+1.016136200e+00	+0.000000000e+00	+1.969899471e-01	0.609196593
305	+1.016233068e+00	+0.000000000e+00	+1.978803060e-01	0.611200200
306	+1.016329079e+00	+0.000000000e+00	+1.987671832e-01	0.613203808
307	+1.016424216e+00	+0.000000000e+00	+1.996505595e-01	0.615207415
308	+1.016518465e+00	+0.000000000e+00	+2.005304155e-01	0.617211022
309	+1.016611809e+00	+0.000000000e+00	+2.014067319e-01	0.619214629
310	+1.016704235e+00	+0.000000000e+00	+2.022794894e-01	0.621218236
311	+1.016795725e+00	+0.000000000e+00	+2.031486686e-01	0.623221844
312	+1.016886265e+00	+0.000000000e+00	+2.040142503e-01	0.625225451
313	+1.016975839e+00	+0.000000000e+00	+2.048762152e-01	0.627229058
314	+1.017064432e+00	+0.000000000e+00	+2.057345438e-01	0.629232665
315	+1.017152029e+00	+0.000000000e+00	+2.065892170e-01	0.631236273
316	+1.017238613e+00	+0.000000000e+00	+2.074402154e-01	0.633239880
317	+1.017324170e+00	+0.000000000e+00	+2.082875197e-01	0.635243487
318	+1.017408683e+00	+0.000000000e+00	+2.091311105e-01	0.637247094
319	+1.017492138e+00	+0.000000000e+00	+2.099709686e-01	0.639250701
320	+1.017574519e+00	+0.000000000e+00	+2.108070746e-01	0.641254309
321	+1.017655811e+00	+0.000000000e+00	+2.116394092e-01	0.643257916
322	+1.017735998e+00	+0.000000000e+00	+2.124679532e-01	0.645261523
323	+1.017815065e+00	+0.000000000e+00	+2.132926871e-01	0.647265130
324	+1.017892995e+00	+0.000000000e+00	+2.141135916e-01	0.649268737
325	+1.017969775e+00	+0.000000000e+00	+2.149306476e-01	0.651272345
326	+1.018045388e+00	+0.000000000e+00	+2.157438356e-01	0.653275952
327	+1.018119819e+00	+0.000000000e+00	+2.165531363e-01	0.655279559
328	+1.018193052e+00	+0.000000000e+00	+2.173585304e-01	0.657283166
329	+1.018265072e+00	+0.000000000e+00	+2.181599986e-01	0.659286774
330	+1.018335864e+00	+0.000000000e+00	+2.189575215e-01	0.661290381
331	+1.018405412e+00	+0.000000000e+00	+2.197510800e-01	0.663293988
332	+1.018473700e+00	+0.000000000e+00	+2.205406546e-01	0.665297595
333	+1.018540714e+00	+0.000000000e+00	+2.213262260e-01	0.667301202
334	+1.018606437e+00	+0.000000000e+00	+2.221077749e-01	0.669304810
335	+1.018670855e+00	+0.000000000e+00	+2.228852820e-01	0.671308417
336	+1.018733951e+00	+0.000000000e+00	+2.236587280e-01	0.673312024
337	+1.018795711e+00	+0.000000000e+00	+2.244280936e-01	0.675315631
338	+1.018856118e+00	+0.000000000e+00	+2.251933594e-01	0.677319238
339	+1.018915159e+00	+0.000000000e+00	+2.259545061e-01	0.679322846
340	+1.018972816e+00	+0.000000000e+00	+2.267115145e-01	0.681326453
341	+1.019029074e+00	+0.000000000e+00	+2.274643652e-01	0.683330060
342	+1.019083919e+00	+0.000000000e+00	+2.282130389e-01	0.685333667
343	+1.019137334e+00	+0.000000000e+00	+2.289575162e-01	0.687337275
344	+1.019189305e+00	+0.000000000e+00	+2.296977779e-01	0.689340882
345	+1.019239815e+00	+0.000000000e+00	+2.304338046e-01	0.691344489
346	+1.019288850e+00	+0.000000000e+00	+2.311655771e-01	0.693348096
347	+1.019336393e+00	+0.000000000e+00	+2.318930759e-01	0.695351703
348	+1.019382430e+00	+0.000000000e+00	+2.326162819e-01	0.697355311
349	+1.019426945e+00	+0.000000000e+00	+2.333351756e-01	0.699358918
350	+1.019469922e+00	+0.000000000e+00	+2.340497379e-01	0.701362525
351	+1.019511346e+00	+0.000000000e+00	+2.347599492e-01	0.703366132
352	+1.019551202e+00	+0.000000000e+00	+2.354657904e-01	0.705369739
353	+1.019589474e+00	+0.000000000e+00	+2.361672421e-01	0.707373347
354	+1.019626146e+00	+0.000000000e+00	+2.368642850e-01	0.709376954
355	+1.019661204e+00	+0.000000000e+00	+2.375568998e-01	0.711380561
356	+1.019694632e+00	+0.000000000e+00	+2.382450671e-01	0.713384168
357	+1.019726413e+00	+0.000000000e+00	+2.389287677e-01	0.715387776
358	+1.019756534e+00	+0.000000000e+00	+2.396079823e-01	0.717391383
359	+1.019784978e+00	+0.000000000e+00	+2.402826914e-01	0.719394990
360	+1.019811730e+00	+0.000000000e+00	+2.409528759e-01	0.721398597
361	+1.019836775e+00	+0.000000000e+00	+2.416185164e-01	0.723402204
362	+1.019860096e+00	+0.000000000e+00	+2.422795935e-01	0.725405812
363	+1.019881679e+00	+0.000000000e+00	+2.429360880e-01	0.727409419
