"Point"	"x_coord"	"y_coord"	"z_coord"	"u"
365	+1.269919569e+00	+0.000000000e+00	+2.442372901e-01	0.731416633
366	+1.269935844e+00	+0.000000000e+00	+2.448793286e-01	0.733420240
367	+1.269950319e+00	+0.000000000e+00	+2.455168347e-01	0.735423848
368	+1.269962978e+00	+0.000000000e+00	+2.461497736e-01	0.737427455
369	+1.269973807e+00	+0.000000000e+00	+2.467781105e-01	0.739431062
370	+1.269982788e+00	+0.000000000e+00	+2.474018107e-01	0.741434669
371	+1.269989908e+00	+0.000000000e+00	+2.480208394e-01	0.743438277
372	+1.269995150e+00	+0.000000000e+00	+2.486351618e-01	0.745441884
373	+1.269998499e+00	+0.000000000e+00	+2.492447433e-01	0.747445491
374	+1.269999940e+00	+0.000000000e+00	+2.498495489e-01	0.749449098
375	+1.270000000e+00	+0.000000000e+00	+2.503696646e-01	0.751452705
376	+1.270000000e+00	+0.000000000e+00	+2.508625506e-01	0.753456313
377	+1.270000000e+00	+0.000000000e+00	+2.513554367e-01	0.755459920
378	+1.270000000e+00	+0.000000000e+00	+2.518483228e-01	0.757463527
379	+1.270000000e+00	+0.000000000e+00	+2.523412089e-01	0.759467134
380	+1.270000000e+00	+0.000000000e+00	+2.528340949e-01	0.761470741
381	+1.270000000e+00	+0.000000000e+00	+2.533269810e-01	0.763474349
382	+1.270000000e+00	+0.000000000e+00	+2.538198671e-01	0.765477956
383	+1.270000000e+00	+0.000000000e+00	+2.543127532e-01	0.767481563
384	+1.270000000e+00	+0.000000000e+00	+2.548056392e-01	0.769485170
385	+1.270000000e+00	+0.000000000e+00	+2.552985253e-01	0.771488778
386	+1.270000000e+00	+0.000000000e+00	+2.557914114e-01	0.773492385
387	+1.270000000e+00	+0.000000000e+00	+2.562842975e-01	0.775495992
388	+1.270000000e+00	+0.000000000e+00	+2.567771835e-01	0.777499599
389	+1.270000000e+00	+0.000000000e+00	+2.572700696e-01	0.779503206
390	+1.270000000e+00	+0.000000000e+00	+2.577629557e-01	0.781506814
391	+1.270000000e+00	+0.000000000e+00	+2.582558418e-01	0.783510421
392	+1.270000000e+00	+0.000000000e+00	+2.587487279e-01	0.785514028
393	+1.270000000e+00	+0.000000000e+00	+2.592416139e-01	0.787517635
394	+1.270000000e+00	+0.000000000e+00	+2.597345000e-01	0.789521242
395	+1.270000000e+00	+0.000000000e+00	+2.602273861e-01	0.791524850
396	+1.270000000e+00	+0.000000000e+00	+2.607202722e-01	0.793528457
397	+1.270000000e+00	+0.000000000e+00	+2.612131582e-01	0.795532064
398	+1.270000000e+00	+0.000000000e+00	+2.617060443e-01	0.797535671
399	+1.270000000e+00	+0.000000000e+00	+2.621989304e-01	0.799539279
400	+1.270000000e+00	+0.000000000e+00	+2.626918165e-01	0.801542886
401	+1.270000000e+00	+0.000000000e+00	+2.631847025e-01	0.803546493
402	+1.270000000e+00	+0.000000000e+00	+2.636775886e-01	0.805550100
403	+1.270000000e+00	+0.000000000e+00	+2.641704747e-01	0.807553707
404	+1.270000000e+00	+0.000000000e+00	+2.646633608e-01	0.809557315
405	+1.270000000e+00	+0.000000000e+00	+2.651562468e-01	0.811560922
406	+1.270000000e+00	+0.000000000e+00	+2.656491329e-01	0.813564529
407	+1.270000000e+00	+0.000000000e+00	+2.661420190e-01	0.815568136
408	+1.270000000e+00	+0.000000000e+00	+2.666349051e-01	0.817571743
409	+1.270000000e+00	+0.000000000e+00	+2.671277911e-01	0.819575351
410	+1.270000000e+00	+0.000000000e+00	+2.676206772e-01	0.821578958
411	+1.270000000e+00	+0.000000000e+00	+2.681135633e-01	0.823582565
412	+1.270000000e+00	+0.000000000e+00	+2.686064494e-01	0.825586172
413	+1.270000000e+00	+0.000000000e+00	+2.690993355e-01	0.827589780
414	+1.270000000e+00	+0.000000000e+00	+2.695922215e-01	0.829593387
415	+1.270000000e+00	+0.000000000e+00	+2.700851076e-01	0.831596994
416	+1.270000000e+00	+0.000000000e+00	+2.705779937e-01	0.833600601
417	+1.270000000e+00	+0.000000000e+00	+2.710708798e-01	0.835604208
418	+1.270000000e+00	+0.000000000e+00	+2.715637658e-01	0.837607816
419	+1.270000000e+00	+0.000000000e+00	+2.720566519e-01	0.839611423
420	+1.270000000e+00	+0.000000000e+00	+2.725495380e-01	0.841615030
421	+1.270000000e+00	+0.000000000e+00	+2.730424241e-01	0.843618637
422	+1.270000000e+00	+0.000000000e+00	+2.735353101e-01	0.845622244
423	+1.270000000e+00	+0.000000000e+00	+2.740281962e-01	0.847625852
424	+1.270000000e+00	+0.000000000e+00	+2.745210823e-01	0.849629459
425	+1.270000000e+00	+0.000000000e+00	+2.750139684e-01	0.851633066
426	+1.270000000e+00	+0.000000000e+00	+2.755068544e-01	0.853636673
427	+1.270000000e+00	+0.000000000e+00	+2.759997405e-01	0.855640281
428	+1.270000000e+00	+0.000000000e+00	+2.764926266e-01	0.857643888
429	+1.270000000e+00	+0.000000000e+00	+2.769855127e-01	0.859647495
